date,band,label,supply,cost_basis,profit_percent,supply_percent,supply_usd,realized_cap_usd,realized_cap_percent,utxo_count
2026-07-13,range_0d_1d,<1d,374044.3036124,62704.84428783,47.26993967,1.86500163,23299741748.138493,23454389814.766922,2.20894074,766366
2026-07-13,range_1d_1w,1d-1w,310908.66631846,63444.05474037,47.26993967,1.55020452,19366934778.894283,19725306445.16427,1.85773466,3222410
2026-07-13,range_3m_6m,3-6m,1290941.73218778,73757.20208823,47.26993967,6.43669323,80414562342.96385,95216250225.1054,8.96749203,25435185
2026-07-13,range_1m_3m,1-3m,1116862.78882768,73917.02477676,47.26993967,5.56872783,69570941988.61635,82555174434.01486,7.77506851,25537548
2026-07-13,range_18m_2y,1.5-2y,1170940.22284229,80490.09993178,47.26993967,5.83836033,72939500832.51219,94249095550.72035,8.87640514,65960733
2026-07-13,range_12m_18m,1-1.5y,1395573.71140456,99193.38350441,47.26993967,6.95839296,86932234369.52094,138431678364.02173,13.03753267,27593334
2026-07-13,range_6m_12m,6-12m,3903107.1410759,100001.16330978,47.26993967,19.46106681,243129991618.90942,390315254630.29877,36.75999556,44985550
2026-07-12,range_10y_inf,>10y,3548288.63698972,116.84818551,52.01398891,17.69233112,226273617166.57242,414611088.90546,0.03898164,16227200
2026-07-12,range_7y_10y,7-10y,1680203.02634601,6336.70283882,52.01398891,8.37775934,107146192218.47563,10646947286.833847,1.00102364,42945334
2026-07-12,range_5y_7y,5-7y,1432521.54965221,28377.97520075,52.01398891,7.14278013,91351596747.17531,40652061010.57298,3.82209783,33684445
2026-07-12,range_3y_5y,3-5y,1959062.21846913,31814.28305973,52.01398891,9.7681956,124928984019.58957,62326159949.99271,5.85989185,26701528
2026-07-12,range_2y_3y,2-3y,1240005.35501737,52134.38197849,52.01398891,6.18286379,79074879664.73259,64646912833.84935,6.07808852,76927450
2026-07-12,range_1w_1m,1w-1m,632609.40223161,61599.65401606,52.01398891,3.15429103,40341368006.06175,38968520304.773605,3.66381171,12914892
2026-07-12,range_1d_1w,1d-1w,491915.95472161,63527.04754778,52.01398891,2.45277114,31369376565.497547,31249968245.113213,2.93811514,3011881
2026-07-12,range_0d_1d,<1d,92754.91152657,63980.28754689,52.01398891,0.46249073,5914961123.029745,5934485910.856032,0.55795906,812366
2026-07-12,range_3m_6m,3-6m,1279929.97946158,74095.32582986,52.01398891,6.38193431,81620864535.53285,94836828867.61635,8.91653779,25142091
2026-07-12,range_1m_3m,1-3m,1243518.25813845,74304.75888083,52.01398891,6.20037968,79298896755.02118,92399324334.89186,8.68736415,25553392
2026-07-12,range_18m_2y,1.5-2y,1166963.41340953,80380.53368389,52.01398891,5.81866506,74417010471.0649,93801141959.437,8.81916273,66477513
2026-07-12,range_12m_18m,1-1.5y,1397978.96027791,99122.52399717,52.01398891,6.97054529,89148823116.37694,138571203037.68982,13.02843403,27497439
2026-07-12,range_6m_12m,6-12m,3889766.25030926,100046.58052183,52.01398891,19.39499277,248049572465.6239,389157812372.6543,36.58853191,45098520
2026-07-11,range_10y_inf,>10y,3547405.88755692,116.71319489,52.17855172,17.68832647,226302834591.9182,414029074.6967535,0.03892819,16213628
2026-07-11,range_7y_10y,7-10y,1683834.31970927,6331.26615637,52.17855172,8.39605394,107418347832.7014,10660803241.317356,1.00235897,42829068
2026-07-11,range_5y_7y,5-7y,1431730.00494409,28366.12009797,52.17855172,7.13899355,91335631940.41179,40612625268.10678,3.81851426,33795282
2026-07-11,range_3y_5y,3-5y,1959563.72157823,31817.78841275,52.17855172,9.77091541,125008200023.60849,62348983874.476685,5.86222836,26675649
2026-07-11,range_2y_3y,2-3y,1231257.02119535,52057.37419236,52.17855172,6.13938096,78546679697.71146,64096007479.33166,6.02648848,76481848
2026-07-11,range_1w_1m,1w-1m,658924.24533065,61688.33870121,52.17855172,3.28557474,42035343354.0593,40647942024.39677,3.82183484,12856299
2026-07-11,range_1d_1w,1d-1w,470463.27985303,63447.65201717,52.17855172,2.34585733,30012684529.729687,29849790466.972885,2.80656199,2972346
2026-07-11,range_0d_1d,<1d,101574.4872358,64210.7590249,52.17855172,0.5064779,6479832055.393273,6522174922.976191,0.61323339,722855
2026-07-11,range_3m_6m,3-6m,1301289.24450398,74420.64760336,52.17855172,6.48858059,83014307916.71742,96842788295.2699,9.10543372,24814703
2026-07-11,range_1m_3m,1-3m,1223435.35348034,74576.53996106,52.17855172,6.10038001,78047705057.8622,91239575528.6004,8.57860376,25586802
2026-07-11,range_18m_2y,1.5-2y,1174254.54639482,80132.39730212,52.17855172,5.85515118,74910269871.77007,94095831845.53445,8.84715708,66879734
2026-07-11,range_12m_18m,1-1.5y,1397115.52426353,99043.73124286,52.17855172,6.96639637,89127439434.61069,138375534500.3901,13.01046036,27434207
2026-07-11,range_6m_12m,6-12m,3874220.28050495,100114.41752888,52.17855172,19.31791155,247151597280.45044,387865306761.3361,36.46819661,45146180
2026-07-10,range_10y_inf,>10y,3546508.97928583,116.57475952,53.51522445,17.68423727,227428137713.56738,413433431.4107088,0.03887384,16200873
2026-07-10,range_7y_10y,7-10y,1683871.82446584,6325.57177316,53.51522445,8.39642281,107982197542.25201,10651452082.466713,1.00152228,42724983
2026-07-10,range_5y_7y,5-7y,1431420.82255328,28350.88969914,53.51522445,7.13760648,91793189826.70988,40582053853.265434,3.81580192,33893456
2026-07-10,range_3y_5y,3-5y,1959419.61353472,31818.22499912,53.51522445,9.77040847,125652340458.86342,62345254131.13816,5.86212667,26608675
2026-07-10,range_2y_3y,2-3y,1231326.44142785,52016.50471057,53.51522445,6.13986009,78961672204.14087,64049297640.77708,6.02235248,76097118
2026-07-10,range_1w_1m,1w-1m,664932.49691305,61689.85179168,53.51522445,3.31560532,42640343041.96794,41019587186.03487,3.85694179,12698211
2026-07-10,range_1d_1w,1d-1w,315006.74967347,63046.46012796,53.51522445,1.57074299,20200540549.559753,19860060483.32535,1.86737855,3157427
2026-07-10,range_0d_1d,<1d,265618.36710831,64023.15270833,53.51522445,1.3244738,17033395636.890892,17005725279.511982,1.59899446,625302
2026-07-10,range_1m_3m,1-3m,1209911.0816685,74748.91699305,53.51522445,6.033075,77588362446.01479,90439543012.60507,8.50374362,25694478
2026-07-10,range_3m_6m,3-6m,1323212.15768753,74754.55893501,53.51522445,6.59803708,84854057491.60867,98916141225.37456,9.30077129,24489388
2026-07-10,range_18m_2y,1.5-2y,1172562.80764793,80046.36257501,53.51522445,5.84684235,75193317499.86475,93859387642.9596,8.82530077,67217963
2026-07-10,range_12m_18m,1-1.5y,1379482.58146296,98735.62591916,53.51522445,6.87862273,88462529304.97382,136204076125.3206,12.80683764,27444214
2026-07-10,range_6m_12m,6-12m,3871359.61812169,100269.73600477,53.51522445,19.30406562,248259940553.20938,388180206888.58655,36.49935469,45081777
2026-07-09,range_10y_inf,>10y,3545563.40098858,116.43034925,50.40435616,17.6798804,224037480243.354,412811185.0572919,0.03878449,16185590
2026-07-09,range_7y_10y,7-10y,1677990.91486293,6300.37053654,50.40435616,8.36726786,106029088728.83586,10571964520.589127,0.99325865,42632899
2026-07-09,range_5y_7y,5-7y,1438046.26668236,28272.15199339,50.40435616,7.17078871,90867437872.08783,40656662625.17409,3.81978029,33982337
2026-07-09,range_3y_5y,3-5y,1959255.04218018,31819.51023139,50.40435616,9.76978576,123801639728.6101,62342535860.56438,5.8572144,26580846
2026-07-09,range_2y_3y,2-3y,1231202.39192254,51990.39700713,50.40435616,6.1393659,77797362607.8742,64010701152.17849,6.01394209,75664288
2026-07-09,range_1w_1m,1w-1m,647673.84801919,61661.77124184,50.40435616,3.22961258,40925291841.99002,39936716655.88219,3.75213983,12592055
2026-07-09,range_1d_1w,1d-1w,357448.04152013,62800.57626719,50.40435616,1.78240745,22586469196.33793,22447942993.042805,2.10903219,3273412
2026-07-09,range_0d_1d,<1d,142346.56803299,63031.47396541,50.40435616,0.70980829,8994611805.420923,8972313997.036243,0.84296806,602539
2026-07-09,range_1m_3m,1-3m,1293986.64137418,74608.28550033,50.40435616,6.45243829,81764581200.60722,96542124773.25758,9.07033882,25605719
2026-07-09,range_3m_6m,3-6m,1341099.6379067,75003.7601452,50.40435616,6.6873663,84741562807.23048,100587515572.3722,9.45041193,24323535
2026-07-09,range_18m_2y,1.5-2y,1171761.65849715,79967.40882578,50.40435616,5.84296588,74041414501.93193,93702743591.41212,8.8035729,67582354
2026-07-09,range_12m_18m,1-1.5y,1376302.64044096,98653.12208626,50.40435616,6.86290536,86965974302.0516,135776552415.06046,12.7564971,27382237
2026-07-09,range_6m_12m,6-12m,3871550.23912307,100324.45618926,50.40435616,19.3054072,244635975192.7846,388411172349.4402,36.49205924,45161441
2026-07-08,range_10y_inf,>10y,3544774.03309514,116.30723281,47.32723251,17.67628854,220443390146.81464,412282858.7150542,0.03873223,16168869
2026-07-08,range_7y_10y,7-10y,1673368.48971749,6279.9457512,47.32723251,8.34438077,104063903479.93108,10508663337.186436,0.98724444,42568323
2026-07-08,range_5y_7y,5-7y,1442821.72100361,28205.32954931,47.32723251,7.19474156,89726597121.84276,40695262121.80725,3.82314763,34041321
2026-07-08,range_3y_5y,3-5y,1958868.3868462,31821.05848318,47.32723251,9.76804798,121818650220.35059,62333265498.68096,5.85594647,26526211
2026-07-08,range_2y_3y,2-3y,1219561.89534126,51899.40960765,47.32723251,6.08143926,75842453198.11235,63294542348.20061,5.94625436,75201920
2026-07-08,range_1w_1m,1w-1m,625249.16564938,61704.70926733,47.32723251,3.11785309,38883168426.35742,38580817986.036285,3.62450456,12616213
2026-07-08,range_0d_1d,<1d,170818.08555583,62186.26778472,47.32723251,0.85179753,10622882453.64867,10622539210.847742,0.9979426,669716
2026-07-08,range_1d_1w,1d-1w,356454.58728785,62685.98272357,47.32723251,1.77748823,22167296679.982285,22344706100.464783,2.09919056,3206759
2026-07-08,range_1m_3m,1-3m,1293439.20659953,74765.11955126,47.32723251,6.44983415,80436755908.70981,96704136913.69505,9.08494436,25464362
2026-07-08,range_3m_6m,3-6m,1377487.36365802,75540.90590205,47.32723251,6.86894676,85663565997.19032,104056643319.3524,9.77568122,24387755
2026-07-08,range_18m_2y,1.5-2y,1181591.13445445,79657.33345733,47.32723251,5.89209513,73481116994.95984,94122399007.45993,8.84240101,68002065
2026-07-08,range_12m_18m,1-1.5y,1367868.78527085,98537.82877092,47.32723251,6.82098298,85065403178.27315,134786820144.10852,12.66265126,27317104
2026-07-08,range_6m_12m,6-12m,3841533.81207135,100475.96856094,47.32723251,19.15610402,238898369540.69562,385981830527.4779,36.2613593,45068848
2026-07-07,range_10y_inf,>10y,3543471.4763284,116.09974886,50.67754149,17.67015671,224401394002.5456,411396148.5111366,0.03863747,16153243
2026-07-07,range_7y_10y,7-10y,1674063.45667211,6272.33614363,50.67754149,8.34801799,106015294841.65266,10500288726.022812,0.98616523,42515015
2026-07-07,range_5y_7y,5-7y,1440378.48538159,28185.44217869,50.67754149,7.18270592,91216464467.15987,40597704515.156685,3.8128518,34089279
2026-07-07,range_3y_5y,3-5y,1961443.84212618,31824.60921447,50.67754149,9.78109188,124214554955.83385,62422183771.80405,5.86256141,26464126
2026-07-07,range_2y_3y,2-3y,1219038.42917242,51873.20812705,50.67754149,6.07895399,77199414381.17906,63235434151.33428,5.93894019,74802372
2026-07-07,range_1d_1w,1d-1w,283990.63173752,61542.94810009,50.67754149,1.41617027,17984593377.225456,17477620709.933186,1.64146171,3188064
2026-07-07,range_1w_1m,1w-1m,608782.19020078,61998.73357995,50.67754149,3.03580169,38553032820.382454,37743724818.47586,3.54481198,12624461
2026-07-07,range_0d_1d,<1d,265356.03198832,63565.87425543,50.67754149,1.3232455,16804499170.644514,16867588162.28887,1.58416873,682052
2026-07-07,range_1m_3m,1-3m,1292635.90479582,74896.81451038,50.67754149,6.44596102,81860204297.30727,96814311590.95543,9.09259838,25440684
2026-07-07,range_3m_6m,3-6m,1396933.32606457,75862.42530222,50.67754149,6.96605884,88465164117.05698,105974750100.7597,9.95292768,24144386
2026-07-07,range_18m_2y,1.5-2y,1179309.56007238,79562.6805581,50.67754149,5.88083885,74683459711.37283,93829029807.15404,8.81222694,68330002
2026-07-07,range_12m_18m,1-1.5y,1357642.51296934,98413.1911771,50.67754149,6.77012814,85976950711.37187,133609932179.01099,12.54836639,27361013
2026-07-07,range_6m_12m,6-12m,3830378.31904153,100584.21777848,50.67754149,19.10086919,242570665544.25015,385275607016.4303,36.18428209,45080162
2026-07-06,range_10y_inf,>10y,3541605.46155887,115.80965965,53.00041037,17.66123955,226796384777.96603,410152123.1250642,0.0385187,16135630
2026-07-06,range_7y_10y,7-10y,1675355.11606207,6263.3880559,53.00041037,8.35464265,107285943526.55598,10493399223.342113,0.98546866,42439319
2026-07-06,range_5y_7y,5-7y,1440136.97160696,28173.30294215,53.00041037,7.18165937,92223106805.85606,40573415179.274704,3.8103791,34160549
2026-07-06,range_3y_5y,3-5y,1963030.46859499,31816.91140121,53.00041037,9.78921897,125708020929.68816,62457566497.1556,5.8655897,26398187
2026-07-06,range_2y_3y,2-3y,1218374.10013233,51850.17348526,53.00041037,6.0757747,78021915263.11179,63172908461.8033,5.93276975,74343731
2026-07-06,range_1d_1w,1d-1w,350628.64058741,60745.93101673,53.00041037,1.74851109,22453463252.181503,21299263213.61313,2.00028189,3302441
2026-07-06,range_1w_1m,1w-1m,598510.50593675,62325.2284972,53.00041037,2.98464567,38327255949.71809,37302304040.47996,3.5031786,12599738
2026-07-06,range_0d_1d,<1d,189605.91896656,63176.55928455,53.00041037,0.94552473,12141933205.397785,11978649580.29327,1.12495327,607154
2026-07-06,range_1m_3m,1-3m,1311585.17716498,74989.74340384,53.00041037,6.54059868,83990941322.54207,98355435887.87704,9.23687335,25408662
2026-07-06,range_3m_6m,3-6m,1398816.00430937,75994.23662773,53.00041037,6.97560042,89577005736.626,106301954430.14073,9.98315631,23910092
2026-07-06,range_18m_2y,1.5-2y,1177667.96137737,79431.36645868,53.00041037,5.87278177,75415186419.90753,93543775406.81805,8.78499494,68771900
2026-07-06,range_12m_18m,1-1.5y,1358032.93888222,98351.90052797,53.00041037,6.77222387,86965350683.73097,133565120518.64899,12.54352737,27324887
2026-07-06,range_6m_12m,6-12m,3829634.27979108,100625.571523,53.00041037,19.09757853,245241097323.15796,385359138128.0667,36.19030836,45118356
2026-07-05,range_10y_inf,>10y,3541144.90712588,115.743463,51.48537933,17.65926209,225252404619.53006,409864374.5417732,0.03848981,16119891
2026-07-05,range_7y_10y,7-10y,1675658.27362532,6260.36283386,51.48537933,8.35630549,106588706577.68776,10490228778.456785,0.98512322,42333257
2026-07-05,range_5y_7y,5-7y,1439845.61391565,28162.17768758,51.48537933,7.18033623,91588651501.59032,40549188021.77456,3.80791951,34266833
2026-07-05,range_3y_5y,3-5y,1962648.32959968,31818.12555986,51.48537933,9.78749025,124844158389.3411,62447790981.049225,5.86438776,26354361
2026-07-05,range_2y_3y,2-3y,1220115.03581882,51800.70795237,51.48537933,6.08456637,77611578441.08058,63202822638.743866,5.93529176,73910203
2026-07-05,range_1d_1w,1d-1w,466222.78445499,60552.89552015,51.48537933,2.32499673,29656454632.955296,28231139556.215336,2.65114821,3249681
2026-07-05,range_1w_1m,1w-1m,572022.79885338,62548.60305515,51.48537933,2.85260863,36386398839.43537,35779226983.97321,3.35997891,12558392
2026-07-05,range_0d_1d,<1d,97714.04477519,62942.80524655,51.48537933,0.48728814,6215595274.404159,6150396090.137185,0.57757539,697924
2026-07-05,range_1m_3m,1-3m,1314467.22305972,75082.66415223,51.48537933,6.55508933,83613325789.61668,98693701048.11212,9.26819225,25430862
2026-07-05,range_3m_6m,3-6m,1484219.29240814,77099.91206559,51.48537933,7.40162241,94411263409.43225,114433176930.71765,10.74626518,23779836
2026-07-05,range_18m_2y,1.5-2y,1174093.20990348,79311.72734728,51.48537933,5.85506108,74684127793.25449,93119360544.15218,8.74471346,69163934
2026-07-05,range_12m_18m,1-1.5y,1362304.75495766,98342.35266022,51.48537933,6.79364933,86656273585.79152,133972254642.73398,12.5811536,27099834
2026-07-05,range_6m_12m,6-12m,3742164.77647305,100846.83638245,51.48537933,18.66172391,238039288560.83276,377385478929.1268,35.43976093,45249361
2026-07-04,range_10y_inf,>10y,3540149.9636637,115.58961324,50.1919074,17.6546526,223571086405.02042,409204565.1021351,0.03842878,16104330
2026-07-04,range_7y_10y,7-10y,1676393.5964314,6254.32176082,50.1919074,8.36013922,105869282782.78758,10484704949.855532,0.98462832,42211189
2026-07-04,range_5y_7y,5-7y,1439412.44548767,28148.18332782,50.1919074,7.17831926,90903212441.75304,40516845399.93903,3.80497434,34385371
2026-07-04,range_3y_5y,3-5y,1961653.51283788,31820.41876141,50.1919074,9.78272436,123884301941.12866,62420636243.291046,5.86197954,26319809
2026-07-04,range_2y_3y,2-3y,1200572.99737786,51673.50432946,50.1919074,5.98723201,75819785062.02007,62037813977.836464,5.82602835,73639195
2026-07-04,range_1d_1w,1d-1w,462995.41191273,60381.17069677,50.1919074,2.30894827,29239548692.661606,27956204998.5262,2.62539301,3123669
2026-07-04,range_1w_1m,1w-1m,596980.91805523,62531.98496409,50.1919074,2.97713115,37701135201.21859,37330401791.681046,3.50573248,12460568
2026-07-04,range_0d_1d,<1d,106578.64478354,62843.81822188,50.1919074,0.53150544,6730761026.058712,6697808979.111596,0.62899742,815210
2026-07-04,range_1m_3m,1-3m,1286225.7907419,75450.78849206,50.1919074,6.41438067,81229015818.50626,97046750090.29706,9.11374985,25328056
2026-07-04,range_3m_6m,3-6m,1506822.86803983,77436.86953625,50.1919074,7.5144936,95160382776.25798,116683645846.64262,10.95786884,23723559
2026-07-04,range_18m_2y,1.5-2y,1192683.00166537,78803.29350179,50.1919074,5.94788477,75321508172.26175,93987348634.82826,8.82643863,69374715
2026-07-04,range_12m_18m,1-1.5y,1364442.86778648,98313.32191338,50.1919074,6.80444757,86168658791.19675,134142910893.10606,12.59748453,26988199
2026-07-04,range_6m_12m,6-12m,3717309.02618737,100912.94063848,50.1919074,18.53814108,234759212467.8841,375124585094.5371,35.22829591,45273883
2026-07-03,range_10y_inf,>10y,3539159.02829423,115.41459578,48.32765902,17.65013442,221438473787.6575,408470608.6349896,0.03836216,16089444
2026-07-03,range_7y_10y,7-10y,1674244.32855092,6239.97927275,48.32765902,8.34962126,104754294988.72896,10447249907.674788,0.98116998,42077420
2026-07-03,range_5y_7y,5-7y,1441720.16996708,28101.04035904,48.32765902,7.19000039,90205699013.26602,40513836682.69086,3.80492098,34511397
2026-07-03,range_3y_5y,3-5y,1959970.36109068,31824.18842651,48.32765902,9.77456511,122631631401.4704,62374466081.73297,5.85799652,26259177
2026-07-03,range_2y_3y,2-3y,1191527.73109447,51542.82405558,48.32765902,5.94226607,74551632221.0584,61414704201.1449,5.76785897,73348563
2026-07-03,range_1d_1w,1d-1w,360877.43022834,59874.34384368,48.32765902,1.79973126,22579416956.20577,21607299342.915176,2.02928365,3276288
2026-07-03,range_0d_1d,<1d,217432.80493552,61978.75918334,48.32765902,1.0843588,13604358575.403406,13476215455.65773,1.26564006,734689
2026-07-03,range_1w_1m,1w-1m,612510.52269502,62643.3738556,48.32765902,3.05465026,38323622713.79392,38369725663.6726,3.6035534,12203935
2026-07-03,range_1m_3m,1-3m,1265391.69167529,75675.80524464,48.32765902,6.31063292,79173160264.34944,95759535217.40637,8.99340803,25511210
2026-07-03,range_3m_6m,3-6m,1516929.33743912,77669.68141179,48.32765902,7.56507591,94911394102.60924,117819418363.0891,11.06519681,23345217
2026-07-03,range_18m_2y,1.5-2y,1202762.81885091,78557.38624645,48.32765902,5.99829656,75254590371.78482,94485903323.33809,8.87379288,69610202
2026-07-03,range_12m_18m,1-1.5y,1359430.40141115,98255.93717252,48.32765902,6.77961322,85056984131.65552,133572108111.46579,12.54463555,27007606
2026-07-03,range_6m_12m,6-12m,3709783.16873823,100956.24741068,48.32765902,18.50105381,232114102927.00714,374525787423.11584,35.174181,45221103
2026-07-02,range_10y_inf,>10y,3538494.42367096,115.2969931,46.21290215,17.64723527,217691787777.44727,407977767.1507853,0.03831706,16074297
2026-07-02,range_7y_10y,7-10y,1674213.71996615,6234.7368243,46.21290215,8.3496651,102999336492.62479,10438281931.615328,0.98035805,41950068
2026-07-02,range_5y_7y,5-7y,1442436.00854235,28076.64075349,46.21290215,7.19373964,88740135169.80136,40498757621.739716,3.80362241,34637548
2026-07-02,range_3y_5y,3-5y,1960090.22841767,31825.30127186,46.21290215,9.77539294,120586751013.35284,62380462039.41466,5.85874079,26209631
2026-07-02,range_2y_3y,2-3y,1189459.59818849,51487.58882508,46.21290215,5.93209169,73176768256.72865,61242406715.568756,5.75185522,73040779
2026-07-02,range_1d_1w,1d-1w,333606.89731665,59451.12297862,46.21290215,1.66376959,20523836749.870197,19833304678.887287,1.86273374,3451145
2026-07-02,range_0d_1d,<1d,246301.27192708,61133.11689541,46.21290215,1.22835759,15152705585.456385,15057164448.205627,1.41416111,599683
2026-07-02,range_1w_1m,1w-1m,638739.62759935,63239.84756612,46.21290215,3.18553236,39295913687.53654,40393796683.82581,3.79376453,11909521
2026-07-02,range_1m_3m,1-3m,1235925.45433429,75927.60371265,46.21290215,6.16382694,76035395142.59357,93840858115.0766,8.81348495,25529295
2026-07-02,range_3m_6m,3-6m,1517276.3949322,77722.50820231,46.21290215,7.5669848,93344392110.88179,117926527050.29167,11.07559854,23416959
2026-07-02,range_18m_2y,1.5-2y,1203230.78307619,78440.3237353,46.21290215,6.00077156,74023985603.7344,94381812152.77098,8.86429107,69846597
2026-07-02,range_12m_18m,1-1.5y,1350422.91650219,98138.66323587,46.21290215,6.73485049,83079395853.34007,132528699828.6072,12.44702707,27035889
2026-07-02,range_6m_12m,6-12m,3721070.59549739,100995.59771977,46.21290215,18.55778203,228924060176.85513,375811748949.7223,35.29604545,45062921
2026-07-01,range_10y_inf,>10y,3537500.44147879,115.0926092,42.77159073,17.64263826,212339591700.5691,407140155.8729723,0.03823022,16060821
2026-07-01,range_7y_10y,7-10y,1680019.55551123,6227.04502653,42.77159073,8.37879112,100843709383.99078,10461557417.623383,0.98233408,41846632
2026-07-01,range_5y_7y,5-7y,1445037.55399458,28032.32341127,42.77159073,7.20686125,86738839834.3011,40507760055.001724,3.80365482,34736310
2026-07-01,range_3y_5y,3-5y,1957890.12909037,31830.09391411,42.77159073,9.76461993,117522979143.94942,62319826682.44897,5.85179503,26174311
2026-07-01,range_2y_3y,2-3y,1189449.03412085,51379.53457214,42.77159073,5.93216012,71397057451.18616,61113337770.41557,5.73850643,72683686
2026-07-01,range_1d_1w,1d-1w,395111.81429366,59582.21164349,42.77159073,1.97054811,23716712608.55442,23541635742.088776,2.21054573,3655796
2026-07-01,range_0d_1d,<1d,192376.0743656,59749.49884952,42.77159073,0.95944058,11547435190.33275,11494374033.983038,1.07931495,678670
2026-07-01,range_1w_1m,1w-1m,731756.98019258,64841.29134388,42.77159073,3.64950448,43923946008.945114,47448067545.58769,4.4553456,11543236
2026-07-01,range_1m_3m,1-3m,1106209.85840233,76658.70647164,42.77159073,5.51701991,66400599393.31133,84800616831.30003,7.96272799,25548145
2026-07-01,range_3m_6m,3-6m,1518685.91426112,77780.59677485,42.77159073,7.57416901,91159606137.26617,118124296724.78627,11.0918019,23473884
2026-07-01,range_18m_2y,1.5-2y,1203424.18821883,78275.89932825,42.77159073,6.00185865,72235920530.98187,94199110606.19406,8.84524102,70158896
2026-07-01,range_12m_18m,1-1.5y,1352751.78048564,98103.05194492,42.77159073,6.74660278,81199356860.1399,132709078189.56146,12.4613043,27021287
2026-07-01,range_6m_12m,6-12m,3740645.22055538,101010.00784127,42.77159073,18.6557858,224533421824.0767,377842603059.70715,35.47919793,44906035
2026-06-30,range_10y_inf,>10y,3536765.50208916,114.97037685,40.16781288,17.63936602,207173008525.2564,406623262.6111454,0.03816961,16044189
2026-06-30,range_7y_10y,7-10y,1678852.30245275,6218.35816052,40.16781288,8.37315627,98342081815.49995,10439704915.264833,0.97997204,41738703
2026-06-30,range_5y_7y,5-7y,1446658.87584117,28002.45600607,40.16781288,7.2151081,84740894311.69334,40510001526.52665,3.80266198,34850278
2026-06-30,range_3y_5y,3-5y,1961376.64084023,31829.42126406,40.16781288,9.78222629,114891501654.26717,62429483358.78137,5.86023732,26135880
2026-06-30,range_2y_3y,2-3y,1190076.93992137,51333.4154726,40.16781288,5.93542397,69711101817.29701,61090714001.33898,5.73456744,72356865
2026-06-30,range_0d_1d,<1d,219346.81634281,58683.72061168,40.16781288,1.09397662,12848671992.90818,12872087287.322462,1.20829906,706343
2026-06-30,range_1d_1w,1d-1w,350031.18046563,60002.61985673,40.16781288,1.74575558,20503766136.566273,21002787859.48276,1.97152555,3791891
2026-06-30,range_1w_1m,1w-1m,746447.8915058,65156.90190886,40.16781288,3.72285569,43724656129.8008,48636232046.915306,4.56546886,11365436
2026-06-30,range_1m_3m,1-3m,1096812.6823497,76675.48925891,40.16781288,5.47027513,64247964151.65763,84098649044.53973,7.89431556,25509412
2026-06-30,range_3m_6m,3-6m,1526532.35071908,77915.86394479,40.16781288,7.61347136,89419640494.342,118941086945.94547,11.16496501,23447292
2026-06-30,range_18m_2y,1.5-2y,1203927.23237811,78176.84097531,40.16781288,6.00450131,70522409990.12401,94119227791.46571,8.83494436,70422901
2026-06-30,range_12m_18m,1-1.5y,1347390.01888319,98034.53054253,40.16781288,6.72001174,78926025404.86313,132090747958.90562,12.39931984,27062131
2026-06-30,range_6m_12m,6-12m,3746193.23618196,101081.02591001,40.16781288,18.68387192,219440650729.69537,378669055570.41815,35.54555337,44759580
2026-06-29,range_10y_inf,>10y,3536080.10742958,114.84693851,43.04055215,17.63635722,212933129475.58875,406107974.654838,0.03807082,16029593
2026-06-29,range_7y_10y,7-10y,1678166.78593591,6211.92486245,43.04055215,8.36993168,101054640917.3622,10424645980.89831,0.97726424,41661940
2026-06-29,range_5y_7y,5-7y,1447572.92095935,27980.00740066,43.04055215,7.2198345,87168905352.67148,40503101041.43549,3.79698575,34930278
2026-06-29,range_3y_5y,3-5y,1962557.38902887,31827.93153222,43.04055215,9.7883425,118179869778.21317,62464142206.066956,5.85573578,26115566
2026-06-29,range_2y_3y,2-3y,1191046.76350818,51309.28433504,43.04055215,5.94039885,71721597645.0044,61111757045.16537,5.72895568,72041545
2026-06-29,range_0d_1d,<1d,202171.2203338,59853.14273181,43.04055215,1.00833798,12174201185.410255,12100582906.90306,1.13437588,623232
2026-06-29,range_1d_1w,1d-1w,361878.11317415,60482.13928584,43.04055215,1.80488323,21791316029.575436,21887162445.496136,2.05182423,4116039
2026-06-29,range_1w_1m,1w-1m,722127.66884394,65424.16338863,43.04055215,3.60164395,43484564754.282486,47244598593.8931,4.42897119,11249762
2026-06-29,range_1m_3m,1-3m,1103040.59139943,76642.44128109,43.04055215,5.50146414,66422105249.19853,84539723756.99419,7.92522346,25444409
2026-06-29,range_18m_2y,1.5-2y,1202190.31326234,78125.31059786,43.04055215,5.9959778,72392631911.9133,93921491621.35449,8.80472251,70688030
2026-06-29,range_3m_6m,3-6m,1558299.98422225,78151.10698662,43.04055215,7.77209066,93836588035.72855,121782868784.19449,11.41660282,23271055
2026-06-29,range_12m_18m,1-1.5y,1326812.30565514,97753.84947195,43.04055215,6.61753554,79897029446.89204,129701010404.54384,12.15889342,27040778
2026-06-29,range_6m_12m,6-12m,3758001.88121802,101285.21585894,43.04055215,18.74320197,226296655288.3272,380630031737.4693,35.6823742,44595237
2026-06-28,range_10y_inf,>10y,3535206.11730365,114.70333251,41.79773937,17.63234168,210385986058.92517,405499922.7659656,0.03797811,16014701
2026-06-28,range_7y_10y,7-10y,1678583.48968632,6207.15287359,41.79773937,8.37217312,99895290668.15509,10419224331.560825,0.97583852,41582767
